option,prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
1,199 000 zł,53 m²,3 pokoje - 53m2 - bezczynszowe,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Banino, kartuski, pomorskie",54.39481,18.40664,1,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,dom wolnostojący,nie,brak informacji,brak informacji,brak informacji,pierwotny
1,395 000 zł,70 m²,"BEZCZYNSZOWE M4 w centrum - pół domu, z kominkiem",4,do wykończenia,Współrzędne dokładne,"ul. Kochanowskiego , Chojnice, chojnicki",53.699776,17.567485,1/1,Zapytaj,udział,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2022,dom wolnostojący,nie,brak informacji,drzwi / okna antywłamaniowe,pustak,pierwotny
1,547 000 zł,"61,42 m²","Czas na Yogę! Mieszkanie 3-pokojowe (61,42 m2)",3,do wykończenia,Współrzędne dokładne,"Gdańsk, Ujeścisko-Łostowice, ul. Stanisława Dąbka",54.320953,18.58695,3/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2024-09-30,2024,blok,tak,brak informacji,brak informacji,pustak,pierwotny
1,464 000 zł,"52,11 m²","Czas na Yogę! Mieszkanie 3-pokojowe (52,11 m2)",3,do wykończenia,Współrzędne dokładne,"Gdańsk, Ujeścisko-Łostowice, ul. Stanisława Dąbka",54.320953,18.58695,1/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2024-09-30,2024,blok,tak,brak informacji,brak informacji,pustak,pierwotny
1,353 000 zł,"37,9 m²","Czas na Yogę! Mieszkanie 2-pokojowe (37,90 m2)",2,do wykończenia,Współrzędne dokładne,"Gdańsk, Ujeścisko-Łostowice, ul. Stanisława Dąbka",54.320953,18.58695,1/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2024-09-30,2024,blok,tak,brak informacji,brak informacji,pustak,pierwotny
1,353 000 zł,"37,9 m²","Czas na Yogę! Mieszkanie 2-pokojowe (37,90 m2)",2,do wykończenia,Współrzędne dokładne,"Gdańsk, Ujeścisko-Łostowice, ul. Stanisława Dąbka",54.320953,18.58695,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2024-09-30,2024,blok,tak,brak informacji,brak informacji,pustak,pierwotny
1,539 000 zł,"61,92 m²","Czas na Yogę! Mieszkanie 3-pokojowe (61,92 m2)",3,Zapytaj,Współrzędne dokładne,"Gdańsk, Ujeścisko-Łostowice, ul. Stanisława Dąbka",54.320953,18.58695,parter/3,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,2024-09-30,2024,blok,tak,brak informacji,brak informacji,pustak,pierwotny
1,453 000 zł,"55,84 m²","Czas na Yogę! Mieszkanie 3-pokojowe (50,84 m2)",3,do wykończenia,Współrzędne dokładne,"Gdańsk, Ujeścisko-Łostowice, ul. Stanisława Dąbka",54.320953,18.58695,2/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2024-09-30,2024,blok,tak,brak informacji,brak informacji,pustak,pierwotny
1,485 000 zł,"55,67 m²","Czas na Yogę! Mieszkanie 3-pokojowe (55,67 m2)",3,Zapytaj,Współrzędne dokładne,"Gdańsk, Ujeścisko-Łostowice, ul. Stanisława Dąbka",54.320953,18.58695,parter/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2024-09-30,2024,blok,tak,brak informacji,brak informacji,pustak,pierwotny
1,278 000 zł,"28,35 m²",Aparthotel w centrum Słupska,2,do wykończenia,Współrzędne dokładne,"ul. Mikołaja Kopernika , Słupsk, Słupsk",54.472273,17.027928,2/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2024,kamienica,tak,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
1,270 000 zł,"27,2 m²",Nowy budynek typu APARTHOTEL,2,do wykończenia,Współrzędne dokładne,"ul. Mikołaja Kopernika 9, Słupsk, Słupsk",54.471276,17.028786,4/4,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2024,kamienica,tak,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",silikat,pierwotny
1,370 000 zł,72 m²,Słupsk -osiedle Niepodległości !!!!,4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Słupsk, Słupsk, pomorskie",54.457729,16.977686,1/1,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,2024,szeregowiec,nie,"telewizja kablowa, internet",drzwi / okna antywłamaniowe,brak informacji,pierwotny
1,479 000 zł,95 m²,Słupsk -osiedle Niepodległości GOTOWY DOM,5,do wykończenia,Współrzędne dokładne,"ul. Stanisława Szpilewskiego , Słupsk, Słupsk",54.457529,16.977171,Zapytaj,Zapytaj,Zapytaj,"ogródek, taras",Zapytaj,brak informacji,2023,szeregowiec,nie,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
1,250 000 zł,"32,13 m²",Alchemia małe ustawne mieszkanie,2,do wykończenia,Współrzędne dokładne,"ul. Marii Curie-Skłodowskiej , Słupsk, Słupsk",54.467461,17.041022,3/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet",drzwi / okna antywłamaniowe,cegła,pierwotny
1,345 000 zł,"65,31 m²",Słupsk -osiedle Niepodległości !!!!,3,do wykończenia,Współrzędne dokładne,"ul. Stanisława Szpilewskiego , Słupsk, Słupsk",54.45728,16.9776,1/1,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,2023,szeregowiec,nie,"telewizja kablowa, internet, telefon",drzwi / okna antywłamaniowe,brak informacji,pierwotny
