prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
310 590 zł,"36,55 m²",Dla aktywnych zielona okolica dobry dojazd 1Q2023,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Nowe Złotno, Łódź, Łódź",51.78028,19.38528,4,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
448 876 zł,"64,44 m²",Źródlana 31 Residence mieszkanie 64.44m2,3,Zapytaj,Współrzędne dokładne,"ul. Źródlana , Piotrków Trybunalski, Piotrków Trybunalski",51.414093,19.660162,parter/7,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,brak informacji,brak informacji,brak informacji,pierwotny
580 252 zł,"62,73 m²",3-pokojowe mieszkanie 62m2 + taras Bezpośrednio,3,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Czerwona",51.74428,19.45587,parter/5,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"66,43 m²",Belzacka City Park I przestronne mieszkanie B50,3,do wykończenia,Współrzędne dokładne,"Piotrków Trybunalski, Centrum, ul. Belzacka",51.40816,19.678417,6/6,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
336 136 zł,"44,95 m²",Apartamenty Liściasta | bud. 2 | mieszkanie 1_13,2,do wykończenia,Współrzędne dokładne,"Łódź, Radogoszcz, ul. Liściasta",51.816998,19.406075,parter/4,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
"251 308,20 zł","31,9 m²",Nowa Kawalerka Osiedle Kolumny | C12,1,do wykończenia,Współrzędne dokładne,"Łódź, Górna, ul. Kolumny",51.712345,19.551111,1/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
379 032 zł,"55,74 m²",Osiedle La Spazia | nowoczesne mieszkanie 2B,3,do wykończenia,Współrzędne dokładne,"ul. Stodolna , Radomsko, radomszczański",51.06858,19.451654,parter/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"internet, telefon",domofon / wideofon,brak informacji,pierwotny
453 700 zł,"69,8 m²",Mieszkanie Rolna 8-14. M53B3,3,do wykończenia,Współrzędne dokładne,"ul. Rolna , Tomaszów Mazowiecki, tomaszowski",51.52578,20.001413,3/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
425 584 zł,"61,88 m²",3-pokojowe mieszkanie 62m2 + balkon,3,do wykończenia,Współrzędne dokładne,"ul. Źródlana , Piotrków Trybunalski, Piotrków Trybunalski",51.414093,19.660162,2/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2024,apartamentowiec,tak,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
640 300 zł,"64,03 m²",Nowoczesny Apartament ul. Podleśna - Bugaj WINDA,3,do zamieszkania,Współrzędne dokładne,"Pabianice, Bugaj, ul. Podleśna",51.654437,19.398287,2/4,"1 294,25 zł",pełna własność,balkon,Zapytaj,brak informacji,2022,apartamentowiec,tak,brak informacji,domofon / wideofon,brak informacji,pierwotny
Zapytaj o cenę,"48,15 m²",Belzacka City Park I nowe mieszkanie B52,1,do wykończenia,Współrzędne dokładne,"Piotrków Trybunalski, Centrum, ul. Belzacka",51.40816,19.678417,6/6,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
368 590 zł,"49,29 m²",Apartamenty Liściasta | bud. 2 | mieszkanie 0_2,2,do wykończenia,Współrzędne dokładne,"Łódź, Radogoszcz, ul. Liściasta",51.816998,19.406075,parter/4,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
"453 315,96 zł","59,82 m²",Ustawne Mieszkanie Osiedle Kolumny | C13,3,do wykończenia,Współrzędne dokładne,"Łódź, Górna, ul. Kolumny",51.712345,19.551111,1/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
260 304 zł,"38,28 m²",Osiedle La Spazia | ustawny mieszkanie 29A,2,do wykończenia,Współrzędne dokładne,"ul. Stodolna , Radomsko, radomszczański",51.06858,19.451654,3/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"internet, telefon",domofon / wideofon,brak informacji,pierwotny
418 988 zł,"55,13 m²",Pod 77 | nowoczesne mieszkanie nr 4,2,do wykończenia,Współrzędne dokładne,"ul. ks. Piotra Skargi , Pabianice, pabianicki",51.661514,19.374624,1/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",silikat,pierwotny
378 590 zł,"53,57 m²",3-pokojowe mieszkanie 54m2 + balkon,3,do wykończenia,Współrzędne dokładne,"ul. Źródlana , Piotrków Trybunalski, Piotrków Trybunalski",51.414093,19.660162,3/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2024,apartamentowiec,tak,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
376 200 zł,"52,25 m²","Wieluń, ul. Owocowa - Nowe mieszkania M19",2,do wykończenia,Współrzędne dokładne,"ul. Owocowa , Wieluń, wieluński",51.211304,18.584682,4/4,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2023,blok,tak,internet,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, rolety antywłamaniowe",silikat,pierwotny
366 357 zł,"38,89 m²",2 pokoje\ 38 mkw \miejsce postojowe\ TWÓJ DORADCA,2,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. Srebrzyńska",51.772603,19.418826,2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,brak informacji,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",brak informacji,pierwotny
405 651 zł,"58,79 m²",BCP I ustawne mieszkanie B53 - rezerwacja,3,do wykończenia,Współrzędne dokładne,"Piotrków Trybunalski, Centrum, ul. Belzacka",51.40816,19.678417,6/6,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, rolety antywłamaniowe",silikat,pierwotny
"453 315,96 zł","59,82 m²",Nowe Mieszkanie Osiedle Kolumny | C14,3,do wykończenia,Współrzędne dokładne,"Łódź, Górna, ul. Kolumny",51.712345,19.551111,1/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
324 360 zł,"47,7 m²",Osiedle La Spazia | przytulne mieszkanie 27A,2,do wykończenia,Współrzędne dokładne,"ul. Stodolna , Radomsko, radomszczański",51.06858,19.451654,3/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"internet, telefon",domofon / wideofon,brak informacji,pierwotny
504 672 zł,"60,08 m²",Nowe Mieszkanie Nowe Widoki 2.0 | M50,3,do wykończenia,Współrzędne dokładne,"ul. Szarych Szeregów , Skierniewice, Skierniewice",51.975212,20.1496,6/8,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
530 560 zł,"66,32 m²",3 Pokoje - Olechów - idealne dla rodziny,3,do wykończenia,Współrzędne dokładne,"Widzew, Łódź, Łódź",51.7375,19.573259,1/5,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,brak informacji,2022,blok,nie,brak informacji,brak informacji,brak informacji,pierwotny
345 720 zł,"40,2 m²","2 pokoje - 40,20m2 - Na Olechowie",2,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. Kazimierza Odnowiciela",51.738084,19.577122,1/5,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,brak informacji,2022,blok,nie,brak informacji,monitoring / ochrona,brak informacji,pierwotny
279 288 zł,"34,49 m²",Ostatnia kawalerka w promocyjnej cenie! 2kw 2023,2,do wykończenia,Współrzędne dokładne,"Grabieniec, Łódź, Łódź",51.79704,19.39156,7,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2022,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
449 388 zł,"59,13 m²",Kompaktowe mieszkanie w dogodnej lokalizacji 2Q23,4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Bałuty, Łódź, Łódź",51.80644,19.46004,4,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
404 690 zł,"53,46 m²",M3 -Pienista/ Balkon / Garaż,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Polesie, Łódź, Łódź",51.736215,19.408222,1/4,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,brak informacji,2022,blok,nie,brak informacji,brak informacji,brak informacji,pierwotny
950 000 zł,100 m²,Apartament -Widzew wykończone już pod klucz. 100m2,4,Zapytaj,Współrzędne dokładne,"Widzew, Łódź, Łódź",51.796905,19.549417,Zapytaj,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2022,brak informacji,nie,"telewizja kablowa, internet, telefon","system alarmowy, monitoring / ochrona",inne,pierwotny
364 255 zł,"51,5 m²",3-pokojowe mieszkanie 52m2 + balkon,3,do wykończenia,Współrzędne dokładne,"ul. Źródlana , Piotrków Trybunalski, Piotrków Trybunalski",51.414093,19.660162,6/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2024,apartamentowiec,tak,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
464 608 zł,"62,13 m²",Apartamenty Liściasta | bud. 2 | mieszkanie 1_18,3,do wykończenia,Współrzędne dokładne,"Łódź, Radogoszcz, ul. Liściasta",51.816998,19.406075,1/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
"394 293,90 zł","50,05 m²",Osiedle Kolumny | C15 Rezerwacja,2,do wykończenia,Współrzędne dokładne,"Łódź, Górna, ul. Kolumny",51.712345,19.551111,1/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
260 304 zł,"38,28 m²",Osiedle La Spazia | urocze mieszkanie 21A,2,do wykończenia,Współrzędne dokładne,"ul. Stodolna , Radomsko, radomszczański",51.06858,19.451654,2/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"internet, telefon",domofon / wideofon,brak informacji,pierwotny
405 210 zł,"62,34 m²",Ustawne Mieszkanie Rolna 8-14. M44B2,3,do wykończenia,Współrzędne dokładne,"ul. Rolna , Tomaszów Mazowiecki, tomaszowski",51.52578,20.001413,4/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
415 184 zł,"47,18 m²",Nowe Mieszkanie Nowe Widoki 2.0 | M49,2,do wykończenia,Współrzędne dokładne,"ul. Szarych Szeregów , Skierniewice, Skierniewice",51.975212,20.1496,6/8,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
482 184 zł,"65,16 m²",Stacja Augustów | nowe mieszkanie A4_3,3,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. Augustów",51.75616,19.552341,4/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
542 642 zł,"73,33 m²",Stacja Augustów | nowe mieszkanie A6_12,4,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. Augustów",51.75616,19.552341,6/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
364 672 zł,"49,28 m²",Stacja Augustów | nowe mieszkanie A1_8A,2,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. Augustów",51.75616,19.552341,1/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
258 060 zł,"37,95 m²",Osiedle La Spazia | wyjątkowe mieszkanie 7A,2,do wykończenia,Współrzędne dokładne,"ul. Stodolna , Radomsko, radomszczański",51.06858,19.451654,parter/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"internet, telefon",domofon / wideofon,brak informacji,pierwotny
324 360 zł,"47,7 m²",Osiedle La Spazia | ustawny mieszkanie 8B,2,do wykończenia,Współrzędne dokładne,"ul. Stodolna , Radomsko, radomszczański",51.06858,19.451654,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"internet, telefon",domofon / wideofon,brak informacji,pierwotny
"368 375,28 zł","46,76 m²",Ustawne Mieszkanie Osiedle Kolumny | C16,2,do wykończenia,Współrzędne dokładne,"Łódź, Górna, ul. Kolumny",51.712345,19.551111,1/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
260 304 zł,"38,28 m²",Osiedle La Spazia | przytulne mieszkanie 13A,2,do wykończenia,Współrzędne dokładne,"ul. Stodolna , Radomsko, radomszczański",51.06858,19.451654,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"internet, telefon",domofon / wideofon,brak informacji,pierwotny
441 228 zł,"53,16 m²",Nowe Mieszkanie Nowe Widoki 2.0 | M48,3,do wykończenia,Współrzędne dokładne,"ul. Szarych Szeregów , Skierniewice, Skierniewice",51.975212,20.1496,6/8,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
378 590 zł,"53,57 m²",3-pokojowe mieszkanie 54m2 + balkon,3,do wykończenia,Współrzędne dokładne,"ul. Źródlana , Piotrków Trybunalski, Piotrków Trybunalski",51.414093,19.660162,2/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2024,blok,tak,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
828 583 zł,"95,79 m²","Nowe , duże 4 pok, 95m2, 0% prowizji",4,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. Marcina Kasprzaka",51.77715,19.42777,3/7,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
563 510 zł,"60,92 m²","Piękne mieszkanie, nowe - 0 % prow. 3 pok, 60 m2",3,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. Marcina Kasprzaka",51.77742,19.427,5/7,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
293 670 zł,"32,63 m²",Nowe mieszkanie z balkonem w inw. Stacja Augustów,1,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. Augustów",51.75616,19.552341,7/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
542 716 zł,"73,34 m²",Stacja Augustów | nowe mieszkanie A2_1,4,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. Augustów",51.75616,19.552341,2/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
758 970 zł,"84,33 m²",JUŻ NIEBAWEM. 84 m. mieszk. + 88 m. Taras!,4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Polesie, Łódź, Łódź",51.69368,19.45495,10/10,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,brak informacji,2025,apartamentowiec,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",cegła,pierwotny
Zapytaj o cenę,"53,36 m²",3-pokojowe mieszkanie 53m2 + balkon Bez Prowizji,3,do wykończenia,Współrzędne dokładne,"Łódź, Górna, ul. Grażyny",51.721417,19.480531,4/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
"453 315,96 zł","59,82 m²",Nowe Mieszkanie Osiedle Kolumny | C18,2,do wykończenia,Współrzędne dokładne,"Łódź, Górna, ul. Kolumny",51.712345,19.551111,1/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
260 304 zł,"38,28 m²",Osiedle La Spazia | przestronne mieszkanie 12A,2,do wykończenia,Współrzędne dokładne,"ul. Stodolna , Radomsko, radomszczański",51.06858,19.451654,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"internet, telefon",domofon / wideofon,brak informacji,pierwotny
"363 040,50 zł","41,97 m²",Nowe Mieszkanie Nowe Widoki 2.0 | M43,2,do wykończenia,Współrzędne dokładne,"ul. Szarych Szeregów , Skierniewice, Skierniewice",51.975212,20.1496,5/8,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
601 042 zł,"81,91 m²",4 pokoje/Dla Rodziny/ul. Pienista/ogródek/taras,4,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. Pienista",51.737978,19.407778,parter/4,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,brak informacji,2022,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
216 750 zł,"25,5 m²",Kawalerka z ogródkiem,1,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. Obywatelska",51.74154,19.41701,parter/2,Zapytaj,pełna własność,ogródek,Zapytaj,brak informacji,2025,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
276 096 zł,"34,74 m²",Ostatnie Kawalerki na ul. Pienista,1,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. Pienista",51.737607,19.407091,parter,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,nie,brak informacji,brak informacji,brak informacji,pierwotny
"453 315,96 zł","59,82 m²",Dwupokojowe Mieszkanie Osiedle Kolumny | C19,2,do wykończenia,Współrzędne dokładne,"Łódź, Górna, ul. Kolumny",51.712345,19.551111,1/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
410 466 zł,"47,18 m²",Nowe Mieszkanie Nowe Widoki 2.0 | M29,2,do wykończenia,Współrzędne dokładne,"ul. Szarych Szeregów , Skierniewice, Skierniewice",51.975212,20.1496,4/8,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
369 000 zł,"49,8 m²",Bałuty Liściasta Sokołówka przy Lidlu nowe M3 M4,3,do wykończenia,Współrzędne dokładne,"Łódź, Radogoszcz, ul. Liściasta",51.809754,19.427146,1/4,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",brak informacji,pierwotny
418 800 zł,"69,8 m²",Mieszkanie Rolna 8-14. M45B3,3,do wykończenia,Współrzędne dokładne,"ul. Rolna , Tomaszów Mazowiecki, tomaszowski",51.52578,20.001413,parter/4,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
405 490 zł,"47,15 m²",Nowe Mieszkanie Nowe Widoki 2.0 | M19,2,do wykończenia,Współrzędne dokładne,"ul. Szarych Szeregów , Skierniewice, Skierniewice",51.975212,20.1496,3/8,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
Zapytaj o cenę,"98,04 m²",4-pokojowe mieszkanie 98m2 + loggia Bezpośrednio,4,do wykończenia,Współrzędne dokładne,"Łódź, Stare Polesie, na rogu al. Mickiewicza, al. Włókniarzy, ul. Kopernika",51.758237,19.438299,4/14,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
480 627 zł,"50,86 m²",3-pokojowe mieszkanie 50m2 + balkon,3,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Czerwona",51.74428,19.45587,3/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,107 m²,5-pokojowe mieszkanie 107m2 + loggia Bezpośrednio,5,do wykończenia,Współrzędne dokładne,"Łódź, Stare Polesie, na rogu al. Mickiewicza, al. Włókniarzy, ul. Kopernika",51.758237,19.438299,10/14,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"61,85 m²",3-pokojowe mieszkanie 61m2 + balkon Bez Prowizji,3,do wykończenia,Współrzędne dokładne,"Łódź, Górna, ul. Grażyny",51.721417,19.480531,4/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
492 000 zł,"64,84 m²",Słoneczne mieszkanie w Zielonej Rudzkiej,3,do wykończenia,Współrzędne dokładne,"Łódź, Górna, ul. Rudzka",51.701992,19.438362,1/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2023-06-30,2022,blok,nie,brak informacji,"system alarmowy, monitoring / ochrona",brak informacji,pierwotny
341 088 zł,"44,88 m²","Wieluń, ul. Owocowa - Nowe mieszkania M15",2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Wieluń, wieluński, łódzkie",51.22041,18.57114,3/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,brak informacji,blok,tak,internet,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",silikat,pierwotny
469 655 zł,"59,45 m²",Nowe Mieszkanie Nowe Widoki 2.0 | M17,3,do wykończenia,Współrzędne dokładne,"ul. Szarych Szeregów , Skierniewice, Skierniewice",51.975212,20.1496,2/8,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
560 015 zł,"79,26 m²",4-pokojowe mieszkanie 79m2 + balkon Bez Prowizji,4,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Patrice Lumumby",51.782524,19.495504,1/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
695 736 zł,"96,63 m²","Apartament, 4 Pokoje -Idealny dla rodziny- Chojny",4,do wykończenia,Współrzędne dokładne,"Łódź, Łódź, łódzkie",51.718548,19.47818,2/7,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,brak informacji,2022,blok,nie,brak informacji,brak informacji,brak informacji,pierwotny
260 304 zł,"38,28 m²",Osiedle La Spazia | przytulne mieszkanie 5B,2,do wykończenia,Współrzędne dokładne,"ul. Stodolna , Radomsko, radomszczański",51.06858,19.451654,parter/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"internet, telefon",domofon / wideofon,brak informacji,pierwotny
333 213 zł,"30,57 m²",Piotrkowska - Strefa Progress - studio na 3 p.,1,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Piotrkowska",51.75362,19.458949,3/10,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2024,apartamentowiec,tak,brak informacji,brak informacji,brak informacji,pierwotny
414 560 zł,"51,82 m²",Nowe Mieszkanie Nowe Widoki 2.0 | M56,3,do wykończenia,Współrzędne dokładne,"ul. Szarych Szeregów , Skierniewice, Skierniewice",51.975212,20.1496,6/8,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
999 000 zł,"121,67 m²",JASKÓŁCZA DELUXE Apartament nr 4 trzypoziomowy !!!,6,Zapytaj,Współrzędne dokładne,"Łódź, Arturówek, ul. Jaskółcza",51.841396,19.462658,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2022,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
291 924 zł,"28,62 m²",Diasfera Łódzka | wyjątkowe mieszkanie B57,1,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Jana Kilińskiego",51.759422,19.469908,5/7,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2021,brak informacji,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,pierwotny
600 840 zł,"83,45 m²",4-pokojowe mieszkanie 83m2 + 2 loggie Bezpośrednio,4,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. gen. Stanisława Maczka",51.73276,19.40871,1/4,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"37,55 m²",1-pokojowe mieszkanie 37m2 + balkon Bezpośrednio,1,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. Pomorska",51.776944,19.465251,6/6,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"52,52 m²",2-pokojowe mieszkanie 52m2 + balkon Bezpośrednio,2,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. Pomorska",51.776944,19.465251,6/6,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"68,24 m²",3-pokojowe mieszkanie 68m2 + balkon,3,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. Pomorska",51.776944,19.465251,1/6,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,30 m²,Belzacka City Park I nowe mieszkanie A41,1,do wykończenia,Współrzędne dokładne,"Piotrków Trybunalski, Centrum, ul. Belzacka",51.40816,19.678417,3/6,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
