prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
678 675 zł,"92,1 m²",GOTOWE 4 POK+oddzielna kuchnia|2 balkony|garaż 32k,4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Polesie, Łódź, Łódź",51.786572,19.391486,3/5,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",silikat,pierwotny
425 000 zł,"32,35 m²","Nowe mieszkanie 32,5m2 pod klucz",2,do zamieszkania,Współrzędne dokładne,"Łódź, Widzew, ul. Zenitowa",51.761632,19.521636,8/9,400 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
336 656 zł,"45,28 m²",GOTOWE 2pok + taras 28m2|rolety zewnętrzne w cenie,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Polesie, Łódź, Łódź",51.786837,19.392001,Zapytaj,10 zł,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",silikat,pierwotny
357 317 zł,"45,23 m²",Nowe Mieszkanie Polna 18 Residence | M19,2,do wykończenia,Współrzędne dokładne,"Łódź, Bałuty, ul. Polna",51.792168,19.43518,2/4,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,"telewizja kablowa, internet",teren zamknięty,brak informacji,pierwotny
298 083 zł,"44,49 m²",Osiedle Nowy Niebrów | bud. A | mieszkanie 1.4.2,2,do wykończenia,Współrzędne dokładne,"Tomaszów Mazowiecki, Niebrów, ul. ks. Jana Skorupki",51.54232,20.009691,4/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"internet, telefon",domofon / wideofon,brak informacji,pierwotny
619 279 zł,"81,1 m²","OGRÓDEK w centrum miasta , przy MANUFAKTURZE.",4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Polesie, Łódź, Łódź",51.69368,19.45495,parter/10,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2024,apartamentowiec,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",cegła,pierwotny
Zapytaj o cenę,"48,61 m²",Apartament Tuwima Sky / Bliżej Gwiazd! / 3 pokoje,3,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. Juliana Tuwima 95",51.76719,19.47659,5/12,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
466 000 zł,"54,58 m²",HIT CENOWY 8500M2 _ 900m manufaktura_ nowe 3pok,3,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Ogrodowa",51.777703,19.441933,1/10,8 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
622 994 zł,"79,02 m²",Ustawne M4/Balkon Na Zachód/Promocja/Bezpośrednio!,4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Polesie, Łódź, Łódź",51.772603,19.418826,9/10,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,2025-03-31,2024,apartamentowiec,tak,brak informacji,monitoring / ochrona,pustak,pierwotny
442 713 zł,"52,61 m²",3 Pokoje/Podwójny Balkon/Promocja!/Bezpośrednio!,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Polesie, Łódź, Łódź",51.772603,19.418826,4/10,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,2025-03-31,2024,apartamentowiec,tak,brak informacji,monitoring / ochrona,pustak,pierwotny
537 148 zł,"64,92 m²",Słoneczne 4 Pokoje + Balkon/Bezpośrednio!,4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Górna, Łódź, Łódź",51.74581,19.437236,3/3,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,2024-03-31,2024,apartamentowiec,nie,brak informacji,monitoring / ochrona,pustak,pierwotny
400 767 zł,"42,95 m²",2 Pokoje Z Balkonem/Promocja!/Bezpośrednio!,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Polesie, Łódź, Łódź",51.772603,19.418826,2/10,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,2025-03-31,2024,apartamentowiec,tak,brak informacji,monitoring / ochrona,pustak,pierwotny
376 881 zł,"37,08 m²",2 Pokoje Z Ogródkiem/Al. Politechniki/Bezpośrednio,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Górna, Łódź, Łódź",51.74581,19.437236,parter/3,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,2024-03-31,2024,apartamentowiec,nie,brak informacji,monitoring / ochrona,pustak,pierwotny
510 682 zł,"57,38 m²",Maratońska 49 - M od dewelopera HARMONOGRAM 10-90,3,do wykończenia,Współrzędne dokładne,"Łódź, Retkinia, ul. Maratońska",51.740735,19.395405,parter/4,Zapytaj,udział,Zapytaj,Zapytaj,brak informacji,2024,apartamentowiec,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",silikat,pierwotny
441 297 zł,"51,15 m²",Ustawne M3 Z Balkonem/Promocja!/Bezpośrednio!,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Polesie, Łódź, Łódź",51.772603,19.418826,6/10,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,2025-03-31,2024,apartamentowiec,tak,brak informacji,monitoring / ochrona,pustak,pierwotny
395 669 zł,"42,6 m²",2 Pokoje Z Ogródkiem/Manufaktura/Bezpośrednio!,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Polesie, Łódź, Łódź",51.772603,19.418826,parter/10,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,2025-03-31,2024,apartamentowiec,tak,brak informacji,monitoring / ochrona,pustak,pierwotny
329 001 zł,"32,51 m²",Apartament Blisko Manufaktury/Bezpośrednio!,1,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Polesie, Łódź, Łódź",51.772603,19.418826,1/10,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,2025-03-31,2024,apartamentowiec,tak,brak informacji,monitoring / ochrona,pustak,pierwotny
Zapytaj o cenę,"25,48 m²",1-pokojowe mieszkanie 25m2 + ogródek Bezpośrednio,1,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. prof. Bohdana Stefanowskiego",51.751825,19.453523,parter/4,Zapytaj,pełna własność,ogródek,Zapytaj,0,0,0,0,0,0,0,0
Zapytaj o cenę,"98,45 m²",4-pokojowe mieszkanie 98m2 + balkon,4,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Tramwajowa",51.77108,19.47654,1/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"72,39 m²",4-pokojowe mieszkanie 72m2 + 3 tarasy,4,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Williama Lindleya",51.771183,19.474872,5/5,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"69,26 m²",3-pokojowe mieszkanie 69m2 + ogródek,3,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Williama Lindleya",51.771183,19.474872,parter/5,Zapytaj,pełna własność,"taras, ogródek",garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"67,12 m²",3-pokojowe mieszkanie 67m2 + balkon Bez Prowizji,3,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. Czerwonego Kapturka",51.73925,19.4071,3/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"57,4 m²",3-pokojowe mieszkanie 57m2 + balkon Bez Prowizji,3,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Tramwajowa",51.77108,19.47654,4/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"47,66 m²",2-pokojowe mieszkanie 47m2 + balkon,2,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. Czerwonego Kapturka",51.73925,19.4071,4/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"76,69 m²",4-pokojowe mieszkanie 76m2 + 3 balkony,4,do wykończenia,Współrzędne dokładne,"Łódź, Bałuty, ul. Hipoteczna",51.79488,19.43074,1/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"47,75 m²",3-pokojowe mieszkanie 47m2 + balkon Bezpośrednio,3,do wykończenia,Współrzędne dokładne,"Łódź, Bałuty, ul. Hipoteczna",51.79488,19.43074,1/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"82,18 m²",4-pokojowe mieszkanie 82m2 + balkon,4,do wykończenia,Współrzędne dokładne,"ul. mjr. Eugeniusza Nurta-Kaszyńskiego , Łódź, Łódź",51.746925,19.508401,parter/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"37,26 m²",2-pokojowe mieszkanie 37m2 + ogródek Bezpośrednio,2,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Tramwajowa",51.77108,19.47654,parter/5,Zapytaj,pełna własność,"taras, ogródek",garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"35,14 m²",1-pokojowe mieszkanie 35m2 + balkon Bez Prowizji,1,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. Czerwonego Kapturka",51.73925,19.4071,2/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"33,37 m²",1-pokojowe mieszkanie 33m2 + balkon Bezpośrednio,1,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Williama Lindleya",51.771183,19.474872,3/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"37,71 m²",1-pokojowe mieszkanie 37m2 + balkon Bez Prowizji,1,do wykończenia,Współrzędne dokładne,"Łódź, Bałuty, ul. Hipoteczna",51.79488,19.43074,5/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"40,04 m²",1-pokojowe mieszkanie 40m2 + 2 ogródki,1,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Tramwajowa",51.77108,19.47654,parter/5,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
229 000 zł,28 m²,Sprzedam kawalerkę,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Śródmieście, Łódź, Łódź",51.77095,19.46172,3/3,Zapytaj,spółdzielcze wł. z KW,Zapytaj,Zapytaj,brak informacji,brak informacji,kamienica,nie,brak informacji,brak informacji,brak informacji,pierwotny
173 949 zł,"25,21 m²",Stylowa kawalerka w kamienicy | M18,1,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Fabryczna",51.757034,19.478413,2/2,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,2022,kamienica,nie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon",cegła,pierwotny
395 070 zł,"50,65 m²",Kompaktowe trzypokojowe mieszkanie | M25,3,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Fabryczna",51.757034,19.478413,1/2,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,1930,kamienica,nie,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon",cegła,pierwotny
196 042 zł,"29,26 m²",Stylowa kawalerka w kamienicy | M14,1,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Fabryczna",51.757034,19.478413,2/2,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,2022,kamienica,nie,internet,"teren zamknięty, domofon / wideofon",cegła,pierwotny
287 874 zł,"35,54 m²",Klimatyczne dwupokojowe mieszkanie | M15,2,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Fabryczna",51.757034,19.478413,2/2,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,2022,kamienica,nie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon",cegła,pierwotny
285 201 zł,"35,21 m²",Przytulne dwupokojowe mieszkanie | M16,2,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Fabryczna",51.757034,19.478413,2/2,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,2022,kamienica,nie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon",cegła,pierwotny
173 259 zł,"25,11 m²",Klimatyczna kawalera w kamienicy | M13,1,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Fabryczna",51.757034,19.478413,2/2,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,2022,kamienica,nie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon",cegła,pierwotny
250 193 zł,"31,67 m²",Klimatyczne dwupokojowe mieszkanie | M4,2,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Fabryczna",51.757034,19.478413,parter/2,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,1930,kamienica,nie,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon",cegła,pierwotny
213 537 zł,"27,03 m²",Kompaktowe mieszkanie dwupokojowe | M6,2,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Fabryczna",51.757034,19.478413,parter/2,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,1930,kamienica,nie,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon",cegła,pierwotny
"499 859,60 zł","67,64 m²",Dom w cenie mieszkania *67m2* z własnym ogrodem!,3,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. Łukaszewska",51.814846,19.53137,1/1,Zapytaj,Zapytaj,ogródek,garaż/miejsce parkingowe,brak informacji,2022,szeregowiec,nie,brak informacji,teren zamknięty,cegła,pierwotny
508 760 zł,"64,4 m²",Nowe Mieszkanie Polna 18 Residence | M37,3,do wykończenia,Współrzędne dokładne,"Łódź, Bałuty, ul. Polna",51.792168,19.43518,3/4,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,"telewizja kablowa, internet",teren zamknięty,brak informacji,pierwotny
480 148 zł,"52,19 m²",Diasfera Łódzka | urocze mieszkanie B40,3,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Jana Kilińskiego",51.759422,19.469908,3/7,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2021,brak informacji,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,pierwotny
Zapytaj o cenę,"50,04 m²",Apartamenty Grota | mieszkanie B21,2,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. gen. Stefana Grota-Roweckiego",51.747692,19.496456,1/6,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
507 546 zł,"62,66 m²",Mieszkanie w inwestycji Nove Zdrovie | 25,3,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. Srebrzyńska",51.7752,19.40765,1/6,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,brak informacji,2021,blok,tak,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
Zapytaj o cenę,"78,53 m²",Komfortowe Mieszkanie Enklawa Pienista | A22,4,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. Pienista",51.73392,19.40395,3/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"122,79 m²",Helenów Park A.4.14,5,Zapytaj,Współrzędne dokładne,"Łódź, Bałuty, ul. Źródłowa",51.782284,19.473852,4/4,Zapytaj,Zapytaj,"balkon, taras",Zapytaj,0,0,0,0,0,0,0,0
393 850 zł,"56,67 m²",Mieszkanie M15 budynek 7A Osiedle Rzymska VI etap,3,do wykończenia,Współrzędne dokładne,"ul. Teklinowska , Wieruszów, wieruszowski",51.315826,18.126423,2/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2025,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
Zapytaj o cenę,"36,8 m²",Apartamenty Widok | A.7.52,2,do wykończenia,Współrzędne dokładne,"ul. Armii Krajowej , Skierniewice, Skierniewice",51.978912,20.145815,7,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
448 120 zł,"52,72 m²",Kwietniowa Promocja!_Ustawne M3 Z Dużym Balkonem,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Polesie, Łódź, Łódź",51.772603,19.418826,8/10,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,2025-03-31,2024,apartamentowiec,tak,brak informacji,monitoring / ochrona,pustak,pierwotny
382 599 zł,"41,97 m²",2 Pokoje Z Ogródkiem Blisko Centrum/Promocja!,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Polesie, Łódź, Łódź",51.772603,19.418826,parter/10,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,2025-03-31,2024,apartamentowiec,tak,brak informacji,monitoring / ochrona,pustak,pierwotny
289 907 zł,"28,4 m²",Kwietniowa Promocja!_Kawalerka Blisko Manufaktury,1,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Polesie, Łódź, Łódź",51.772603,19.418826,1/10,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,2025-03-31,2024,apartamentowiec,tak,brak informacji,monitoring / ochrona,pustak,pierwotny
392 864 zł,"38,99 m²",2 Pokoje Z Balkonem/Al. Politechniki/Bezpośrednio!,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Górna, Łódź, Łódź",51.74581,19.437236,1/3,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,2024-03-31,2024,apartamentowiec,nie,brak informacji,monitoring / ochrona,pustak,pierwotny
Zapytaj o cenę,"62,94 m²",Apartament Tuwima Sky / 4 pokoje,4,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. Juliana Tuwima 95",51.76719,19.47659,4/12,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
589 050 zł,"59,5 m²",Biała Kamienica | urocze mieszkanie M4,1,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. płk. dr. Stanisława Więckowskiego",51.77232,19.453482,1/6,Zapytaj,pełna własność,ogródek,Zapytaj,brak informacji,2024,kamienica,tak,"internet, telefon",domofon / wideofon,brak informacji,pierwotny
Zapytaj o cenę,"51,26 m²",Nowe mieszkanie 3 pokojowe / balkon,3,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Jana Kilińskiego",51.749554,19.474049,3/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
1 012 318 zł,"142,58 m²",Pakiet 4 mieszkań - oferta inwestycyjna – ŁÓDŹ,4,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. Czechosłowacka",51.77035,19.515688,1/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,blok,nie,brak informacji,"teren zamknięty, domofon / wideofon",silikat,pierwotny
