prize;surface;offer name;rooms ;standard;localization_info;localization_name;latitude;longitude;floor_number;rental_cost;form_of_property;extras;garage;availability;year_of_construction;type_of_building;elevator;media;security;building_material;market
331 425 zł;44,19 m²;Balkon 15m2 | 3 pokoje | 1 piętro | 7500zł/m2;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Kapuściska, Bydgoszcz, Bydgoszcz;53.10585;18.05483;1/7;400 zł;pełna własność;balkon;garaż/miejsce parkingowe;2023-05-01;2023;blok;tak;telewizja kablowa, internet, telefon;brak informacji;cegła;pierwotny
356 775 zł;47,57 m²;3 pokoje z tarasem | 47,57m2 | nowe | lokalizacja;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Kapuściska, Bydgoszcz, Bydgoszcz;53.10585;18.05483;1/7;400 zł;pełna własność;taras;garaż/miejsce parkingowe;2023-05-01;2023;blok;tak;telewizja kablowa, internet, telefon;brak informacji;cegła;pierwotny
376 782 zł;51,97 m²;Mieszkanie z tarasem | 52m2 | 3 pok. | lokalizacja;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Kapuściska, Bydgoszcz, Bydgoszcz;53.10585;18.05483;1/7;450 zł;pełna własność;taras;garaż/miejsce parkingowe;2023-05-01;2023;blok;tak;telewizja kablowa, internet, telefon;brak informacji;cegła;pierwotny
407 132 zł;53,57 m²;3 pokoje | 53,57m2 z balkonem na 7 piętrze | winda;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Kapuściska, Bydgoszcz, Bydgoszcz;53.10585;18.05483;7/7;450 zł;pełna własność;balkon;garaż/miejsce parkingowe;2023-05-01;2023;blok;tak;telewizja kablowa, internet, telefon;brak informacji;cegła;pierwotny
442 704 zł;64,16 m²;7 piętro | piękne widoki | balkon | 64m2 | 4p.;4;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Kapuściska, Bydgoszcz, Bydgoszcz;53.10585;18.05483;7/7;550 zł;pełna własność;balkon;garaż/miejsce parkingowe;2023-05-01;2023;blok;tak;telewizja kablowa, internet, telefon;brak informacji;cegła;pierwotny
436 288 zł;64,16 m²;4 pokoje na 6 p. | widok na rzekę | 64m2 | 6800/m2;4;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Kapuściska, Bydgoszcz, Bydgoszcz;53.10585;18.05483;6/7;550 zł;pełna własność;balkon;garaż/miejsce parkingowe;2023-05-01;2023;blok;tak;telewizja kablowa, internet, telefon;brak informacji;brak informacji;pierwotny
511 813 zł;76,39 m²;narożne | 4 pokoje | 76m2 | 6700/m2 | balkon;4;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Kapuściska, Bydgoszcz, Bydgoszcz;53.10585;18.05483;1/7;600 zł;pełna własność;balkon;garaż/miejsce parkingowe;2023-05-01;2023;blok;tak;telewizja kablowa, internet, telefon;brak informacji;cegła;pierwotny
528 630 zł;78,9 m²;4 pok| widok na Brdę | 6p | Dwustronne | 78,90m2;4;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Kapuściska, Bydgoszcz, Bydgoszcz;53.10585;18.05483;6/7;600 zł;pełna własność;balkon;garaż/miejsce parkingowe;2023-05-01;2023;blok;tak;telewizja kablowa, internet, telefon;brak informacji;brak informacji;pierwotny
327 600 zł;44,62 m²;Nowy Wyszogród | nowe mieszkanie WG.A1.6;2;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Brdyujście, Bydgoszcz, Bydgoszcz;53.141914;18.151855;1/7;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
413 438 zł;55,87 m²;Ustawne Mieszkanie Osiedle Słoneczne | 51B;2;do wykończenia;Współrzędne dokładne;ul. Kujawska , Solec Kujawski, bydgoski;53.080975;18.240017;2/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;telewizja kablowa, internet;drzwi / okna antywłamaniowe, domofon / wideofon;brak informacji;pierwotny
372 801 zł;52,14 m²;Osiedle Zakątek przestronne mieszkanie M9;3;do wykończenia;Współrzędne dokładne;ul. 3 Maja , Rypin, rypiński;53.07031;19.416458;1/3;Zapytaj;pełna własność;balkon, taras;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;brak informacji;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
759 000 zł;159 m²;Okazja ApaRt. 2-Poz.Taras,Ogród,Zielonka!;5;do wykończenia;Współrzędne dokładne;Zielonka, bydgoski, kujawsko-pomorskie;53.06072;17.94183;1/2;Zapytaj;pełna własność;balkon, ogródek, taras;garaż/miejsce parkingowe;2022-02-01;2020;apartamentowiec;nie;internet;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;silikat;pierwotny
424 992 zł;55,92 m²;55 m2,Nowe 3-pokojowe z ogródkiem 35m2,winda,hala!;3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Toruń, Toruń, kujawsko-pomorskie;52.983039;18.615496;parter/2;Zapytaj;pełna własność;Zapytaj;garaż/miejsce parkingowe;2023-07-31;2023;blok;tak;brak informacji;domofon / wideofon;silikat;pierwotny
297 996 zł;39,21 m²;Nowe mieszkanie, 39m2, winda, ogródek,;2;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Toruń, Toruń, kujawsko-pomorskie;52.99314;18.615989;parter/2;Zapytaj;pełna własność;ogródek;garaż/miejsce parkingowe;2023-07-31;2023;blok;tak;brak informacji;domofon / wideofon;brak informacji;pierwotny
347 500 zł;50,55 m²;Nowy Wyszogród | nowe mieszkanie WG.A1.5;3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Brdyujście, Bydgoszcz, Bydgoszcz;53.141914;18.151855;parter/7;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
314 736 zł;39,84 m²;3-pokojowe mieszkanie 39m2 + taras Bez Pośredników;3;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;3/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
392 940 zł;53,1 m²;Wygodne Mieszkanie Osiedle Słoneczne | 52B;2;do wykończenia;Współrzędne dokładne;ul. Kujawska , Solec Kujawski, bydgoski;53.080975;18.240017;2/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;telewizja kablowa, internet;drzwi / okna antywłamaniowe, domofon / wideofon;brak informacji;pierwotny
365 472 zł;50,76 m²;Osiedle Zakątek przestronne mieszkanie M8;4;do wykończenia;Współrzędne dokładne;ul. 3 Maja , Rypin, rypiński;53.07031;19.416458;parter/3;Zapytaj;pełna własność;ogródek, taras;garaż/miejsce parkingowe;brak informacji;2022;blok;nie;brak informacji;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
580 473,50 zł;72,65 m²;Mieszkanie z ogrodem Garbary 5 M132;4;do wykończenia;Współrzędne dokładne;Bydgoszcz, Centrum, ul. Garbary 5;53.126797;17.99241;parter/5;Zapytaj;pełna własność;ogródek, taras;garaż/miejsce parkingowe;brak informacji;2022;apartamentowiec;tak;telewizja kablowa, internet;domofon / wideofon;silikat;pierwotny
Zapytaj o cenę;90,49 m²;Lipowe Zacisze m.20;4;Zapytaj;Współrzędne dokładne;ul. Lipowa , Grudziądz, Grudziądz;53.49619;18.817423;parter/5;Zapytaj;Zapytaj;balkon;Zapytaj;0;0;0;0;0;0;0;0
440 190 zł;60,3 m²;Przestronne mieszkanie w Ciechocinku (M6);3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Ciechocinek, aleksandrowski, kujawsko-pomorskie;52.869938;18.809685;parter;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;blok;tak;brak informacji;brak informacji;brak informacji;pierwotny
404 212 zł;58,16 m²;Mieszkanie z ogródkiem M1 o pow. 58,16 m2;4;do wykończenia;Współrzędne dokładne;ul. 3 Maja , Rypin, rypiński;53.07031;19.416458;parter/3;Zapytaj;pełna własność;ogródek, taras;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;internet;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
Zapytaj o cenę;57,89 m²;Nowe Wyżyny | D66;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Wyżyny, ul. Bohaterów Kragujewca 8A;53.10393;18.03118;parter/5;Zapytaj;Zapytaj;ogródek;Zapytaj;0;0;0;0;0;0;0;0
327 841 zł;43,6 m²;Fordon - 2 pokoje 44m2 z Ogródkiem- Hot Oferta!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Fordon, Bydgoszcz, Bydgoszcz;53.147014;18.127329;parter/4;400 zł;pełna własność;taras;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;internet;brak informacji;brak informacji;pierwotny
346 200 zł;46,65 m²;Nowy Wyszogród | nowe mieszkanie WG.A1.4;2;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Brdyujście, Bydgoszcz, Bydgoszcz;53.141914;18.151855;parter/7;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
377 840 zł;47,23 m²;3-pokojowe mieszkanie 47m2 + taras Bez Pośredników;3;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;3/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
336 700 zł;45,5 m²;Nowoczesne Mieszkanie Osiedle Słoneczne | 53B;2;do wykończenia;Współrzędne dokładne;ul. Kujawska , Solec Kujawski, bydgoski;53.080975;18.240017;2/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;telewizja kablowa, internet;drzwi / okna antywłamaniowe, domofon / wideofon;brak informacji;pierwotny
342 516 zł;46,92 m²;Osiedle Zakątek lokal mieszkalny M7;3;do wykończenia;Współrzędne dokładne;ul. 3 Maja , Rypin, rypiński;53.07031;19.416458;parter/3;Zapytaj;pełna własność;ogródek, taras;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;brak informacji;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
279 947,50 zł;47,05 m²;Osiedle Nowa 23 | wyjątkowe mieszkanie L6;3;do wykończenia;Współrzędne dokładne;ul. Nowa 23, Brześć Kujawski, włocławski;52.60658;18.90602;parter/5;Zapytaj;pełna własność;ogródek, taras;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
469 400 zł;58,32 m²;Leszczyńskiego 32 mieszkanie nr 43;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Szwederowo, ul. Stanisława Leszczyńskiego;53.112717;17.986797;parter/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe;silikat;pierwotny
310 694 zł;54,99 m²;Mieszkania na osiedlu Przy Basenie etap 2.;3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Tarpno, Grudziądz, Grudziądz;53.49769;18.82293;3/3;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;nie;telewizja kablowa, internet, telefon;brak informacji;brak informacji;pierwotny
382 636 zł;56,27 m²;Fordon. Kameralna Inwestycja w otoczeniu zieleni!!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Fordon, Bydgoszcz, Bydgoszcz;53.14183;18.16897;2/2;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
507 408 zł;76,88 m²;Fordon. Kameralna Inwestycja w otoczeniu zieleni!!;4;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Fordon, Bydgoszcz, Bydgoszcz;53.14183;18.16897;2/2;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
155 000 zł;32,17 m²;Mazowiecka 29 - Jasna kawalerka w Centrum!;1;do remontu;Współrzędne dokładne;Bydgoszcz, Bocianowo, ul. Mazowiecka;53.133003;18.001884;1/2;Zapytaj;pełna własność;Zapytaj;Zapytaj;brak informacji;2023;kamienica;nie;telewizja kablowa, internet;teren zamknięty, domofon / wideofon;cegła;pierwotny
208 000 zł;42,9 m²;Dwa lokale w cenie jednego!;2;do remontu;Współrzędne dokładne;Bydgoszcz, Bocianowo, ul. Mazowiecka;53.133003;18.001884;2/2;Zapytaj;pełna własność;Zapytaj;Zapytaj;brak informacji;brak informacji;kamienica;nie;telewizja kablowa, internet;teren zamknięty, domofon / wideofon;cegła;pierwotny
443 926 zł;59,99 m²;Trzypokojowe Mieszkanie Osiedle Słoneczne | 54B;3;do wykończenia;Współrzędne dokładne;ul. Kujawska , Solec Kujawski, bydgoski;53.080975;18.240017;2/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;telewizja kablowa, internet;drzwi / okna antywłamaniowe, domofon / wideofon;brak informacji;pierwotny
341 421 zł;46,77 m²;Osiedle Zakątek mieszkanie M6;3;do wykończenia;Współrzędne dokładne;ul. 3 Maja , Rypin, rypiński;53.07031;19.416458;parter/3;Zapytaj;pełna własność;ogródek, taras;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;brak informacji;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
Zapytaj o cenę;74,36 m²;Nowe mieszkanie 3 pokojowe na Czyżkówku;3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Czyżkówko, Bydgoszcz, Bydgoszcz;53.14425;17.96022;1/4;Zapytaj;pełna własność;balkon;Zapytaj;0;0;0;0;0;0;0;0
284 047,50 zł;46,95 m²;Osiedle Nowa 23 | ustawne mieszkanie L13;3;do wykończenia;Współrzędne dokładne;ul. Nowa 23, Brześć Kujawski, włocławski;52.60658;18.90602;1/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona;brak informacji;pierwotny
457 900 zł;56,89 m²;Leszczyńskiego 32 mieszkanie nr 9;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Szwederowo, ul. Stanisława Leszczyńskiego;53.112717;17.986797;1/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe;silikat;pierwotny
Zapytaj o cenę;72,17 m²;Nowy Port - funkcjonalne mieszkanie - G10;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Śródmieście, ul. Karola Marcinkowskiego;53.125911;17.997921;2/8;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
540 360 zł;68,4 m²;68 m8 Nowe- 2023 w cenie garażem i piwnica;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Toruń, Toruń, kujawsko-pomorskie;53.046339;18.602952;2/3;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
413 438 zł;55,87 m²;Nowoczesne Mieszkanie Osiedle Słoneczne | 55B;2;do wykończenia;Współrzędne dokładne;ul. Kujawska , Solec Kujawski, bydgoski;53.080975;18.240017;3/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;telewizja kablowa, internet;drzwi / okna antywłamaniowe, domofon / wideofon;brak informacji;pierwotny
Zapytaj o cenę;55,77 m²;Nowoczesne mieszkanie na Osiedlu Filmowym V M13;3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11631;18.051481;2/7;Zapytaj;pełna własność;balkon, ogródek, taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
163 926 zł;26,02 m²;Osiedle Nowa 23 | przestronne mieszkanie L27;1;do wykończenia;Współrzędne dokładne;ul. Nowa 23, Brześć Kujawski, włocławski;52.60658;18.90602;3/5;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;telewizja kablowa, internet, telefon;domofon / wideofon, monitoring / ochrona;pustak;pierwotny
356 538 zł;45,71 m²;Nowe mieszkanie w Ciechocinku (M26);2;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Ciechocinek, aleksandrowski, kujawsko-pomorskie;52.869938;18.809685;1;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;brak informacji;pierwotny
Zapytaj o cenę;79,03 m²;Nowy Port - cztery pokoje w sercu miasta - G12;4;do wykończenia;Współrzędne dokładne;Bydgoszcz, Śródmieście, ul. Karola Marcinkowskiego;53.125911;17.997921;3/8;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
457 900 zł;56,89 m²;Leszczyńskiego 32 mieszkanie nr 2;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Szwederowo, ul. Stanisława Leszczyńskiego;53.112717;17.986797;parter/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe;silikat;pierwotny
212 784 zł;27,28 m²;Osiedle Zakątek kawalerka M19;2;do wykończenia;Współrzędne dokładne;ul. 3 Maja , Rypin, rypiński;53.07031;19.416458;2/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;brak informacji;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
234 080 zł;30,4 m²;Osiedle Zakątek lokal mieszkalny M10;2;do wykończenia;Współrzędne dokładne;ul. 3 Maja , Rypin, rypiński;53.07031;19.416458;1/3;Zapytaj;pełna własność;balkon, taras;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;brak informacji;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
Zapytaj o cenę;33,59 m²;Mieszkanie Osiedle Impresja 2 | D95;1;Zapytaj;Współrzędne dokładne;Bydgoszcz, Osiedle Leśne, ul. Powstańców Warszawy;53.14351;18.011583;2;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;40,26 m²;Nowoczesne Mieszkanie Osiedle Impresja 2 | D39;2;Zapytaj;Współrzędne dokładne;Bydgoszcz, Osiedle Leśne, ul. Powstańców Warszawy;53.14351;18.011583;3;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;59 m²;Nowe Mieszkanie Osiedle Impresja 2 | E78;3;Zapytaj;Współrzędne dokładne;Bydgoszcz, Osiedle Leśne, ul. Powstańców Warszawy;53.14351;18.011583;parter;Zapytaj;Zapytaj;Zapytaj;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
378 400 zł;44 m²;2 pokoje 44m2 z ogródkiem i tarasem, bez Pcc!;2;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Fordon, Bydgoszcz, Bydgoszcz;53.147014;18.127329;parter/4;500 zł;pełna własność;ogródek;garaż/miejsce parkingowe;brak informacji;2023;apartamentowiec;nie;brak informacji;system alarmowy, monitoring / ochrona;brak informacji;pierwotny
315 704 zł;41,54 m²;Osiedle Zakątek przestronne mieszkanie M4;3;do wykończenia;Współrzędne dokładne;ul. 3 Maja , Rypin, rypiński;53.07031;19.416458;parter/3;Zapytaj;pełna własność;balkon, taras;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;brak informacji;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
Zapytaj o cenę;48,26 m²;Nowoczesne mieszkanie na Osiedlu Filmowym V M12;3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11631;18.051481;2/7;Zapytaj;pełna własność;balkon, ogródek, taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
287 890 zł;44,9 m²;Osiedle Nowa 23 | wyjątkowe mieszkanie L17;3;do wykończenia;Współrzędne dokładne;ul. Nowa 23, Brześć Kujawski, włocławski;52.60658;18.90602;2/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
391 700 zł;45,82 m²;Leszczyńskiego 32 mieszkanie nr 12;2;do wykończenia;Współrzędne dokładne;Bydgoszcz, Szwederowo, ul. Stanisława Leszczyńskiego;53.112717;17.986797;1/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe;silikat;pierwotny
516 594 zł;69,81 m²;Narożne mieszkanie z balkonem (M23);3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Ciechocinek, aleksandrowski, kujawsko-pomorskie;52.869938;18.809685;1;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;brak informacji;pierwotny
Zapytaj o cenę;65,14 m²;Nowy Port - nowoczesne trzy pokoje w centrum - G13;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Śródmieście, ul. Karola Marcinkowskiego;53.125911;17.997921;3/8;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
435 835 zł;65,05 m²;Fordon. Kameralna Inwestycja w otoczeniu zieleni!!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Fordon, Bydgoszcz, Bydgoszcz;53.14183;18.16897;1/2;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
398 417,25 zł;68,99 m²;Nowe mieszkanie na os. Rządz;4;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Rządz, Grudziądz, Grudziądz;53.44059;18.70674;2/4;Zapytaj;pełna własność;Zapytaj;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;brak informacji;brak informacji;pierwotny
399 333 zł;47,71 m²;Nowa inwestycja. Mieszkania z widokiem na Wisłę.;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Grudziądz, Grudziądz, kujawsko-pomorskie;53.46469;18.77287;2/8;Zapytaj;pełna własność;Zapytaj;garaż/miejsce parkingowe;brak informacji;2024;blok;tak;telewizja kablowa, internet, telefon;brak informacji;brak informacji;pierwotny
459 861,40 zł;41,56 m²;Bezpośrednio od dewelopera. Mieszkanie pod klucz;2;do zamieszkania;Współrzędne dokładne;Bydgoszcz, Szwederowo, ul. Stanisława Leszczyńskiego;53.112715;17.986796;parter/4;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;telewizja kablowa, internet;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon;brak informacji;pierwotny
377 840 zł;47,23 m²;3-pokojowe mieszkanie 47m2 + taras Bez Pośredników;3;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;1/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
412 843 zł;51,93 m²;3-pokojowe mieszkanie 51m2 + taras Bez Pośredników;3;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;3/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
395 920 zł;49,49 m²;3-pokojowe mieszkanie 49m2 + taras Bez Pośredników;3;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;3/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
249 648 zł;29,72 m²;1-pokojowe mieszkanie 29m2 + taras Bez Pośredników;1;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;parter/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
496 080 zł;63,6 m²;3-pokojowe mieszkanie 63m2 + taras Bezpośrednio;3;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;parter/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
495 883 zł;62,77 m²;3-pokojowe mieszkanie 62m2 + taras Bezpośrednio;3;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;1/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
321 126 zł;41,17 m²;2-pokojowe mieszkanie 41m2 + taras Bez Pośredników;2;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;parter/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
